klass	lgbm_bin	pst_bin	n	lgbm_p	pst_p
Ground-truth viral	36	47	201	0.73	0.95
Ground-truth viral	36	48	22	0.73	0.97
Ground-truth viral	36	49	4549	0.73	0.99
Ground-truth viral	37	0	30	0.75	0.01
Ground-truth viral	37	1	1	0.75	0.03
Ground-truth viral	37	2	11	0.75	0.05
Ground-truth viral	37	3	2	0.75	0.07
Ground-truth viral	37	4	6	0.75	0.09
Ground-truth viral	37	5	3	0.75	0.11
Ground-truth viral	37	6	3	0.75	0.13
Ground-truth viral	37	7	7	0.75	0.15
Ground-truth viral	37	8	1	0.75	0.17
Ground-truth viral	37	9	2	0.75	0.19
Ground-truth viral	37	10	2	0.75	0.21
Ground-truth viral	37	11	5	0.75	0.23
Ground-truth viral	37	12	5	0.75	0.25
Ground-truth viral	37	13	5	0.75	0.27
Ground-truth viral	37	14	5	0.75	0.29
Ground-truth viral	37	15	2	0.75	0.31
Ground-truth viral	37	16	2	0.75	0.33
Ground-truth viral	37	17	5	0.75	0.35
Ground-truth viral	37	18	2	0.75	0.37
Ground-truth viral	37	19	3	0.75	0.39
Ground-truth viral	37	20	1	0.75	0.41
Ground-truth viral	37	21	5	0.75	0.43
Ground-truth viral	37	22	6	0.75	0.45
Ground-truth viral	37	23	6	0.75	0.47
Ground-truth viral	37	24	6	0.75	0.49
Ground-truth viral	37	25	2	0.75	0.51
Ground-truth viral	37	26	7	0.75	0.53
Ground-truth viral	37	27	7	0.75	0.55
Ground-truth viral	37	28	3	0.75	0.57
Ground-truth viral	37	29	3	0.75	0.59
Ground-truth viral	37	30	9	0.75	0.61
Ground-truth viral	37	31	5	0.75	0.63
Ground-truth viral	37	32	11	0.75	0.65
Ground-truth viral	37	33	5	0.75	0.67
Ground-truth viral	37	34	10	0.75	0.69
Ground-truth viral	37	35	13	0.75	0.71
Ground-truth viral	37	36	13	0.75	0.73
Ground-truth viral	37	37	15	0.75	0.75
Ground-truth viral	37	38	12	0.75	0.77
Ground-truth viral	37	39	13	0.75	0.79
Ground-truth viral	37	40	14	0.75	0.81
Ground-truth viral	37	41	15	0.75	0.83
Ground-truth viral	37	42	29	0.75	0.85
Ground-truth viral	37	43	29	0.75	0.87
Ground-truth viral	37	44	42	0.75	0.89
Ground-truth viral	37	45	52	0.75	0.91
Ground-truth viral	37	46	30	0.75	0.93
Ground-truth viral	37	47	202	0.75	0.95
Ground-truth viral	37	48	24	0.75	0.97
Ground-truth viral	37	49	4876	0.75	0.99
Ground-truth viral	38	0	16	0.77	0.01
Ground-truth viral	38	1	1	0.77	0.03
Ground-truth viral	38	2	7	0.77	0.05
Ground-truth viral	38	4	9	0.77	0.09
Ground-truth viral	38	5	1	0.77	0.11
Ground-truth viral	38	6	3	0.77	0.13
Ground-truth viral	38	7	2	0.77	0.15
Ground-truth viral	38	8	4	0.77	0.17
Ground-truth viral	38	9	6	0.77	0.19
Ground-truth viral	38	10	1	0.77	0.21
Ground-truth viral	38	11	5	0.77	0.23
Ground-truth viral	38	12	4	0.77	0.25
Ground-truth viral	38	14	2	0.77	0.29
Ground-truth viral	38	15	4	0.77	0.31
Ground-truth viral	38	16	6	0.77	0.33
Ground-truth viral	38	17	1	0.77	0.35
Ground-truth viral	38	18	4	0.77	0.37
Ground-truth viral	38	19	5	0.77	0.39
Ground-truth viral	38	20	6	0.77	0.41
Ground-truth viral	38	21	3	0.77	0.43
Ground-truth viral	38	22	7	0.77	0.45
Ground-truth viral	38	23	5	0.77	0.47
Ground-truth viral	38	24	4	0.77	0.49
Ground-truth viral	38	25	4	0.77	0.51
Ground-truth viral	38	26	6	0.77	0.53
Ground-truth viral	38	27	3	0.77	0.55
Ground-truth viral	38	28	7	0.77	0.57
Ground-truth viral	38	29	8	0.77	0.59
Ground-truth viral	38	30	10	0.77	0.61
Ground-truth viral	38	31	6	0.77	0.63
Ground-truth viral	38	32	5	0.77	0.65
Ground-truth viral	38	33	7	0.77	0.67
Ground-truth viral	38	34	3	0.77	0.69
Ground-truth viral	38	35	8	0.77	0.71
Ground-truth viral	38	36	7	0.77	0.73
Ground-truth viral	38	37	18	0.77	0.75
Ground-truth viral	38	38	14	0.77	0.77
Ground-truth viral	38	39	18	0.77	0.79
Ground-truth viral	38	40	17	0.77	0.81
Ground-truth viral	38	41	17	0.77	0.83
Ground-truth viral	38	42	28	0.77	0.85
Ground-truth viral	38	43	22	0.77	0.87
Ground-truth viral	38	44	34	0.77	0.89
Ground-truth viral	38	45	50	0.77	0.91
Ground-truth viral	38	46	25	0.77	0.93
Ground-truth viral	38	47	190	0.77	0.95
Ground-truth viral	38	48	22	0.77	0.97
Ground-truth viral	38	49	5107	0.77	0.99
Ground-truth viral	39	0	22	0.79	0.01
Ground-truth viral	39	1	1	0.79	0.03
Ground-truth viral	39	2	12	0.79	0.05
Ground-truth viral	39	3	1	0.79	0.07
Ground-truth viral	39	4	4	0.79	0.09
Ground-truth viral	39	5	2	0.79	0.11
Ground-truth viral	39	6	4	0.79	0.13
Ground-truth viral	39	7	4	0.79	0.15
Ground-truth viral	39	8	3	0.79	0.17
Ground-truth viral	39	9	6	0.79	0.19
Ground-truth viral	39	10	4	0.79	0.21
Ground-truth viral	39	11	4	0.79	0.23
Ground-truth viral	39	12	3	0.79	0.25
Ground-truth viral	39	13	2	0.79	0.27
Ground-truth viral	39	14	4	0.79	0.29
Ground-truth viral	39	15	5	0.79	0.31
Ground-truth viral	39	16	4	0.79	0.33
Ground-truth viral	39	17	4	0.79	0.35
Ground-truth viral	39	18	3	0.79	0.37
Ground-truth viral	39	19	2	0.79	0.39
Ground-truth viral	39	20	4	0.79	0.41
Ground-truth viral	39	22	5	0.79	0.45
Ground-truth viral	39	23	1	0.79	0.47
Ground-truth viral	39	24	7	0.79	0.49
Ground-truth viral	39	25	5	0.79	0.51
Ground-truth viral	39	26	2	0.79	0.53
Ground-truth viral	39	27	11	0.79	0.55
Ground-truth viral	39	28	6	0.79	0.57
Ground-truth viral	39	29	8	0.79	0.59
Ground-truth viral	39	30	5	0.79	0.61
Ground-truth viral	39	31	5	0.79	0.63
Ground-truth viral	39	32	6	0.79	0.65
Ground-truth viral	39	33	4	0.79	0.67
Ground-truth viral	39	34	4	0.79	0.69
Ground-truth viral	39	35	8	0.79	0.71
Ground-truth viral	39	36	10	0.79	0.73
Ground-truth viral	39	37	13	0.79	0.75
Ground-truth viral	39	38	14	0.79	0.77
Ground-truth viral	39	39	16	0.79	0.79
Ground-truth viral	39	40	20	0.79	0.81
Ground-truth viral	39	41	13	0.79	0.83
Ground-truth viral	39	42	29	0.79	0.85
Ground-truth viral	39	43	26	0.79	0.87
Ground-truth viral	39	44	33	0.79	0.89
Ground-truth viral	39	45	57	0.79	0.91
Ground-truth viral	39	46	27	0.79	0.93
Ground-truth viral	39	47	238	0.79	0.95
Ground-truth viral	39	48	16	0.79	0.97
Ground-truth viral	39	49	5806	0.79	0.99
Ground-truth viral	40	0	20	0.81	0.01
Ground-truth viral	40	2	11	0.81	0.05
Ground-truth viral	40	3	2	0.81	0.07
Ground-truth viral	40	4	8	0.81	0.09
Ground-truth viral	40	5	5	0.81	0.11
Ground-truth viral	40	6	4	0.81	0.13
Ground-truth viral	40	7	7	0.81	0.15
Ground-truth viral	40	8	5	0.81	0.17
Ground-truth viral	40	9	1	0.81	0.19
Ground-truth viral	40	10	4	0.81	0.21
Ground-truth viral	40	11	5	0.81	0.23
Ground-truth viral	40	12	3	0.81	0.25
Ground-truth viral	40	13	2	0.81	0.27
Ground-truth viral	40	14	5	0.81	0.29
Ground-truth viral	40	15	4	0.81	0.31
Ground-truth viral	40	16	1	0.81	0.33
Ground-truth viral	40	17	2	0.81	0.35
Ground-truth viral	40	18	2	0.81	0.37
Ground-truth viral	40	19	5	0.81	0.39
Ground-truth viral	40	20	8	0.81	0.41
Ground-truth viral	40	21	1	0.81	0.43
Ground-truth viral	40	22	9	0.81	0.45
Ground-truth viral	40	23	7	0.81	0.47
Ground-truth viral	40	24	5	0.81	0.49
Ground-truth viral	40	25	2	0.81	0.51
Ground-truth viral	40	26	7	0.81	0.53
Ground-truth viral	40	27	6	0.81	0.55
Ground-truth viral	40	28	5	0.81	0.57
Ground-truth viral	40	29	12	0.81	0.59
Ground-truth viral	40	30	5	0.81	0.61
Ground-truth viral	40	31	8	0.81	0.63
Ground-truth viral	40	32	10	0.81	0.65
Ground-truth viral	40	33	11	0.81	0.67
Ground-truth viral	40	34	19	0.81	0.69
Ground-truth viral	40	35	20	0.81	0.71
Ground-truth viral	40	36	12	0.81	0.73
Ground-truth viral	40	37	20	0.81	0.75
Ground-truth viral	40	38	8	0.81	0.77
Ground-truth viral	40	39	15	0.81	0.79
Ground-truth viral	40	40	20	0.81	0.81
Ground-truth viral	40	41	24	0.81	0.83
Ground-truth viral	40	42	33	0.81	0.85
Ground-truth viral	40	43	25	0.81	0.87
Ground-truth viral	40	44	40	0.81	0.89
Ground-truth viral	40	45	52	0.81	0.91
Ground-truth viral	40	46	27	0.81	0.93
Ground-truth viral	40	47	212	0.81	0.95
Ground-truth viral	40	48	19	0.81	0.97
Ground-truth viral	40	49	6218	0.81	0.99
Ground-truth viral	41	0	19	0.83	0.01
Ground-truth viral	41	2	8	0.83	0.05
Ground-truth viral	41	3	2	0.83	0.07
Ground-truth viral	41	4	9	0.83	0.09
Ground-truth viral	41	5	1	0.83	0.11
Ground-truth viral	41	6	3	0.83	0.13
Ground-truth viral	41	7	3	0.83	0.15
Ground-truth viral	41	8	2	0.83	0.17
Ground-truth viral	41	9	6	0.83	0.19
Ground-truth viral	41	10	1	0.83	0.21
Ground-truth viral	41	11	3	0.83	0.23
Ground-truth viral	41	12	4	0.83	0.25
Ground-truth viral	41	13	1	0.83	0.27
Ground-truth viral	41	14	3	0.83	0.29
Ground-truth viral	41	15	2	0.83	0.31
Ground-truth viral	41	16	4	0.83	0.33
Ground-truth viral	41	17	3	0.83	0.35
Ground-truth viral	41	18	6	0.83	0.37
Ground-truth viral	41	19	9	0.83	0.39
Ground-truth viral	41	20	3	0.83	0.41
Ground-truth viral	41	21	5	0.83	0.43
Ground-truth viral	41	22	7	0.83	0.45
Ground-truth viral	41	23	5	0.83	0.47
Ground-truth viral	41	24	5	0.83	0.49
Ground-truth viral	41	25	6	0.83	0.51
Ground-truth viral	41	26	4	0.83	0.53
Ground-truth viral	41	27	8	0.83	0.55
Ground-truth viral	41	28	5	0.83	0.57
Ground-truth viral	41	29	4	0.83	0.59
Ground-truth viral	41	30	9	0.83	0.61
Ground-truth viral	41	31	8	0.83	0.63
Ground-truth viral	41	32	8	0.83	0.65
Ground-truth viral	41	33	11	0.83	0.67
Ground-truth viral	41	34	7	0.83	0.69
Ground-truth viral	41	35	11	0.83	0.71
Ground-truth viral	41	36	7	0.83	0.73
Ground-truth viral	41	37	12	0.83	0.75
Ground-truth viral	41	38	15	0.83	0.77
Ground-truth viral	41	39	18	0.83	0.79
Ground-truth viral	41	40	25	0.83	0.81
Ground-truth viral	41	41	15	0.83	0.83
Ground-truth viral	41	42	45	0.83	0.85
Ground-truth viral	41	43	26	0.83	0.87
Ground-truth viral	41	44	44	0.83	0.89
Ground-truth viral	41	45	52	0.83	0.91
Ground-truth viral	41	46	27	0.83	0.93
Ground-truth viral	41	47	221	0.83	0.95
Ground-truth viral	41	48	28	0.83	0.97
Ground-truth viral	41	49	7424	0.83	0.99
Ground-truth viral	42	0	20	0.85	0.01
Ground-truth viral	42	2	9	0.85	0.05
Ground-truth viral	42	4	6	0.85	0.09
Ground-truth viral	42	5	2	0.85	0.11
Ground-truth viral	42	6	2	0.85	0.13
Ground-truth viral	42	7	7	0.85	0.15
Ground-truth viral	42	8	7	0.85	0.17
Ground-truth viral	42	9	4	0.85	0.19
Ground-truth viral	42	10	3	0.85	0.21
Ground-truth viral	42	11	3	0.85	0.23
Ground-truth viral	42	12	5	0.85	0.25
Ground-truth viral	42	13	3	0.85	0.27
Ground-truth viral	42	14	4	0.85	0.29
Ground-truth viral	42	15	4	0.85	0.31
Ground-truth viral	42	16	3	0.85	0.33
Ground-truth viral	42	17	5	0.85	0.35
Ground-truth viral	42	18	8	0.85	0.37
Ground-truth viral	42	19	7	0.85	0.39
Ground-truth viral	42	20	7	0.85	0.41
Ground-truth viral	42	21	4	0.85	0.43
Ground-truth viral	42	22	3	0.85	0.45
Ground-truth viral	42	23	2	0.85	0.47
Ground-truth viral	42	24	6	0.85	0.49
Ground-truth viral	42	25	4	0.85	0.51
Ground-truth viral	42	26	10	0.85	0.53
Ground-truth viral	42	27	6	0.85	0.55
Ground-truth viral	42	28	7	0.85	0.57
Ground-truth viral	42	29	6	0.85	0.59
Ground-truth viral	42	30	9	0.85	0.61
Ground-truth viral	42	31	3	0.85	0.63
Ground-truth viral	42	32	12	0.85	0.65
Ground-truth viral	42	33	11	0.85	0.67
Ground-truth viral	42	34	6	0.85	0.69
Ground-truth viral	42	35	18	0.85	0.71
Ground-truth viral	42	36	11	0.85	0.73
Ground-truth viral	42	37	19	0.85	0.75
Ground-truth viral	42	38	16	0.85	0.77
Ground-truth viral	42	39	18	0.85	0.79
Ground-truth viral	42	40	22	0.85	0.81
Ground-truth viral	42	41	25	0.85	0.83
Ground-truth viral	42	42	41	0.85	0.85
Ground-truth viral	42	43	35	0.85	0.87
Ground-truth viral	42	44	45	0.85	0.89
Ground-truth viral	42	45	76	0.85	0.91
Ground-truth viral	42	46	37	0.85	0.93
Ground-truth viral	42	47	325	0.85	0.95
Ground-truth viral	42	48	26	0.85	0.97
Ground-truth viral	42	49	9040	0.85	0.99
Ground-truth viral	43	0	23	0.87	0.01
Ground-truth viral	43	2	18	0.87	0.05
Ground-truth viral	43	4	2	0.87	0.09
Ground-truth viral	43	5	3	0.87	0.11
Ground-truth viral	43	6	3	0.87	0.13
Ground-truth viral	43	7	5	0.87	0.15
Ground-truth viral	43	8	6	0.87	0.17
Ground-truth viral	43	9	8	0.87	0.19
Ground-truth viral	43	10	2	0.87	0.21
Ground-truth viral	43	11	3	0.87	0.23
Ground-truth viral	43	12	5	0.87	0.25
Ground-truth viral	43	13	2	0.87	0.27
Ground-truth viral	43	14	4	0.87	0.29
Ground-truth viral	43	15	1	0.87	0.31
Ground-truth viral	43	16	4	0.87	0.33
Ground-truth viral	43	17	2	0.87	0.35
Ground-truth viral	43	18	6	0.87	0.37
Ground-truth viral	43	19	7	0.87	0.39
Ground-truth viral	43	20	5	0.87	0.41
Ground-truth viral	43	21	5	0.87	0.43
Ground-truth viral	43	22	5	0.87	0.45
Ground-truth viral	43	23	9	0.87	0.47
Ground-truth viral	43	24	6	0.87	0.49
Ground-truth viral	43	25	4	0.87	0.51
Ground-truth viral	43	26	13	0.87	0.53
Ground-truth viral	43	27	7	0.87	0.55
Ground-truth viral	43	28	8	0.87	0.57
Ground-truth viral	43	29	5	0.87	0.59
Ground-truth viral	43	30	12	0.87	0.61
Ground-truth viral	43	31	15	0.87	0.63
Ground-truth viral	43	32	15	0.87	0.65
Ground-truth viral	43	33	14	0.87	0.67
Ground-truth viral	43	34	13	0.87	0.69
Ground-truth viral	43	35	15	0.87	0.71
Ground-truth viral	43	36	13	0.87	0.73
Ground-truth viral	43	37	23	0.87	0.75
Ground-truth viral	43	38	20	0.87	0.77
Ground-truth viral	43	39	25	0.87	0.79
Ground-truth viral	43	40	28	0.87	0.81
Ground-truth viral	43	41	22	0.87	0.83
Ground-truth viral	43	42	44	0.87	0.85
Ground-truth viral	43	43	25	0.87	0.87
Ground-truth viral	43	44	53	0.87	0.89
Ground-truth viral	43	45	102	0.87	0.91
Ground-truth viral	43	46	38	0.87	0.93
Ground-truth viral	43	47	371	0.87	0.95
Ground-truth viral	43	48	36	0.87	0.97
Ground-truth viral	43	49	11165	0.87	0.99
Ground-truth viral	44	0	31	0.89	0.01
Ground-truth viral	44	1	2	0.89	0.03
Ground-truth viral	44	2	9	0.89	0.05
Ground-truth viral	44	3	1	0.89	0.07
Ground-truth viral	44	4	8	0.89	0.09
Ground-truth viral	44	5	3	0.89	0.11
Ground-truth viral	44	6	5	0.89	0.13
Ground-truth viral	44	7	5	0.89	0.15
Ground-truth viral	44	8	5	0.89	0.17
Ground-truth viral	44	9	4	0.89	0.19
Ground-truth viral	44	10	5	0.89	0.21
Ground-truth viral	44	11	2	0.89	0.23
Ground-truth viral	44	12	3	0.89	0.25
Ground-truth viral	44	13	5	0.89	0.27
Ground-truth viral	44	14	1	0.89	0.29
Ground-truth viral	44	15	2	0.89	0.31
Ground-truth viral	44	16	3	0.89	0.33
Ground-truth viral	44	17	2	0.89	0.35
Ground-truth viral	44	18	3	0.89	0.37
Ground-truth viral	44	19	6	0.89	0.39
Ground-truth viral	44	20	2	0.89	0.41
Ground-truth viral	44	21	2	0.89	0.43
Ground-truth viral	44	22	4	0.89	0.45
Ground-truth viral	44	23	7	0.89	0.47
Ground-truth viral	44	24	8	0.89	0.49
Ground-truth viral	44	25	3	0.89	0.51
Ground-truth viral	44	26	6	0.89	0.53
Ground-truth viral	44	27	7	0.89	0.55
Ground-truth viral	44	28	8	0.89	0.57
Ground-truth viral	44	29	6	0.89	0.59
Ground-truth viral	44	30	10	0.89	0.61
Ground-truth viral	44	31	11	0.89	0.63
Ground-truth viral	44	32	8	0.89	0.65
Ground-truth viral	44	33	9	0.89	0.67
Ground-truth viral	44	34	19	0.89	0.69
Ground-truth viral	44	35	18	0.89	0.71
Ground-truth viral	44	36	14	0.89	0.73
Ground-truth viral	44	37	22	0.89	0.75
Ground-truth viral	44	38	15	0.89	0.77
Ground-truth viral	44	39	17	0.89	0.79
Ground-truth viral	44	40	25	0.89	0.81
Ground-truth viral	44	41	24	0.89	0.83
Ground-truth viral	44	42	44	0.89	0.85
Ground-truth viral	44	43	40	0.89	0.87
Ground-truth viral	44	44	61	0.89	0.89
Ground-truth viral	44	45	97	0.89	0.91
Ground-truth viral	44	46	53	0.89	0.93
Ground-truth viral	44	47	417	0.89	0.95
Ground-truth viral	44	48	36	0.89	0.97
Ground-truth viral	44	49	12610	0.89	0.99
Ground-truth viral	45	0	38	0.91	0.01
Ground-truth viral	45	1	1	0.91	0.03
Ground-truth viral	45	2	16	0.91	0.05
Ground-truth viral	45	3	4	0.91	0.07
Ground-truth viral	45	4	9	0.91	0.09
Ground-truth viral	45	5	7	0.91	0.11
Ground-truth viral	45	6	3	0.91	0.13
Ground-truth viral	45	7	6	0.91	0.15
Ground-truth viral	45	8	5	0.91	0.17
Ground-truth viral	45	9	3	0.91	0.19
Ground-truth viral	45	10	5	0.91	0.21
Ground-truth viral	45	11	5	0.91	0.23
Ground-truth viral	45	12	6	0.91	0.25
Ground-truth viral	45	13	5	0.91	0.27
Ground-truth viral	45	14	4	0.91	0.29
Ground-truth viral	45	15	3	0.91	0.31
Ground-truth viral	45	16	3	0.91	0.33
Ground-truth viral	45	17	4	0.91	0.35
Ground-truth viral	45	18	6	0.91	0.37
Ground-truth viral	45	19	9	0.91	0.39
Ground-truth viral	45	20	4	0.91	0.41
Ground-truth viral	45	21	7	0.91	0.43
Ground-truth viral	45	22	4	0.91	0.45
Ground-truth viral	45	23	7	0.91	0.47
Ground-truth viral	45	24	5	0.91	0.49
Ground-truth viral	45	25	4	0.91	0.51
Ground-truth viral	45	26	10	0.91	0.53
Ground-truth viral	45	27	8	0.91	0.55
Ground-truth viral	45	28	5	0.91	0.57
Ground-truth viral	45	29	3	0.91	0.59
Ground-truth viral	45	30	17	0.91	0.61
Ground-truth viral	45	31	6	0.91	0.63
Ground-truth viral	45	32	9	0.91	0.65
Ground-truth viral	45	33	12	0.91	0.67
Ground-truth viral	45	34	17	0.91	0.69
Ground-truth viral	45	35	6	0.91	0.71
Ground-truth viral	45	36	18	0.91	0.73
Ground-truth viral	45	37	20	0.91	0.75
Ground-truth viral	45	38	23	0.91	0.77
Ground-truth viral	45	39	30	0.91	0.79
Ground-truth viral	45	40	35	0.91	0.81
Ground-truth viral	45	41	37	0.91	0.83
Ground-truth viral	45	42	39	0.91	0.85
Ground-truth viral	45	43	43	0.91	0.87
Ground-truth viral	45	44	58	0.91	0.89
Ground-truth viral	45	45	122	0.91	0.91
Ground-truth viral	45	46	57	0.91	0.93
Ground-truth viral	45	47	452	0.91	0.95
Ground-truth viral	45	48	35	0.91	0.97
Ground-truth viral	45	49	16400	0.91	0.99
Ground-truth viral	46	0	50	0.93	0.01
Ground-truth viral	46	1	3	0.93	0.03
Ground-truth viral	46	2	26	0.93	0.05
Ground-truth viral	46	3	4	0.93	0.07
Ground-truth viral	46	4	14	0.93	0.09
Ground-truth viral	46	5	9	0.93	0.11
Ground-truth viral	46	6	6	0.93	0.13
Ground-truth viral	46	7	8	0.93	0.15
Ground-truth viral	46	8	5	0.93	0.17
Ground-truth viral	46	9	9	0.93	0.19
Ground-truth viral	46	10	4	0.93	0.21
Ground-truth viral	46	11	7	0.93	0.23
Ground-truth viral	46	12	6	0.93	0.25
Ground-truth viral	46	13	4	0.93	0.27
Ground-truth viral	46	14	9	0.93	0.29
Ground-truth viral	46	15	8	0.93	0.31
Ground-truth viral	46	16	5	0.93	0.33
Ground-truth viral	46	17	10	0.93	0.35
Ground-truth viral	46	18	5	0.93	0.37
Ground-truth viral	46	19	5	0.93	0.39
Ground-truth viral	46	20	7	0.93	0.41
Ground-truth viral	46	21	4	0.93	0.43
Ground-truth viral	46	22	7	0.93	0.45
Ground-truth viral	46	23	11	0.93	0.47
Ground-truth viral	46	24	5	0.93	0.49
Ground-truth viral	46	25	13	0.93	0.51
Ground-truth viral	46	26	5	0.93	0.53
Ground-truth viral	46	27	9	0.93	0.55
Ground-truth viral	46	28	10	0.93	0.57
Ground-truth viral	46	29	13	0.93	0.59
Ground-truth viral	46	30	6	0.93	0.61
Ground-truth viral	46	31	19	0.93	0.63
Ground-truth viral	46	32	15	0.93	0.65
Ground-truth viral	46	33	12	0.93	0.67
Ground-truth viral	46	34	28	0.93	0.69
Ground-truth viral	46	35	10	0.93	0.71
Ground-truth viral	46	36	14	0.93	0.73
Ground-truth viral	46	37	23	0.93	0.75
Ground-truth viral	46	38	28	0.93	0.77
Ground-truth viral	46	39	26	0.93	0.79
Ground-truth viral	46	40	35	0.93	0.81
Ground-truth viral	46	41	33	0.93	0.83
Ground-truth viral	46	42	68	0.93	0.85
Ground-truth viral	46	43	51	0.93	0.87
Ground-truth viral	46	44	68	0.93	0.89
Ground-truth viral	46	45	115	0.93	0.91
Ground-truth viral	46	46	62	0.93	0.93
Ground-truth viral	46	47	568	0.93	0.95
Ground-truth viral	46	48	41	0.93	0.97
Ground-truth viral	46	49	22647	0.93	0.99
Ground-truth viral	47	0	52	0.95	0.01
Ground-truth viral	47	2	26	0.95	0.05
Ground-truth viral	47	3	5	0.95	0.07
Ground-truth viral	47	4	19	0.95	0.09
Ground-truth viral	47	5	8	0.95	0.11
Ground-truth viral	47	6	9	0.95	0.13
Ground-truth viral	47	7	10	0.95	0.15
Ground-truth viral	47	8	5	0.95	0.17
Ground-truth viral	47	9	8	0.95	0.19
Ground-truth viral	47	10	11	0.95	0.21
Ground-truth viral	47	11	13	0.95	0.23
Ground-truth viral	47	12	11	0.95	0.25
Ground-truth viral	47	13	4	0.95	0.27
Ground-truth viral	47	14	6	0.95	0.29
Ground-truth viral	47	15	5	0.95	0.31
Ground-truth viral	47	16	5	0.95	0.33
Ground-truth viral	47	17	12	0.95	0.35
Ground-truth viral	47	18	7	0.95	0.37
Ground-truth viral	47	19	11	0.95	0.39
Ground-truth viral	47	20	8	0.95	0.41
Ground-truth viral	47	21	9	0.95	0.43
Ground-truth viral	47	22	7	0.95	0.45
Ground-truth viral	47	23	3	0.95	0.47
Ground-truth viral	47	24	12	0.95	0.49
Ground-truth viral	47	25	15	0.95	0.51
Ground-truth viral	47	26	8	0.95	0.53
Ground-truth viral	47	27	13	0.95	0.55
Ground-truth viral	47	28	16	0.95	0.57
Ground-truth viral	47	29	17	0.95	0.59
Ground-truth viral	47	30	9	0.95	0.61
Ground-truth viral	47	31	21	0.95	0.63
Ground-truth viral	47	32	19	0.95	0.65
Ground-truth viral	47	33	23	0.95	0.67
Ground-truth viral	47	34	28	0.95	0.69
Ground-truth viral	47	35	30	0.95	0.71
Ground-truth viral	47	36	25	0.95	0.73
Ground-truth viral	47	37	41	0.95	0.75
Ground-truth viral	47	38	35	0.95	0.77
Ground-truth viral	47	39	36	0.95	0.79
Ground-truth viral	47	40	48	0.95	0.81
Ground-truth viral	47	41	52	0.95	0.83
Ground-truth viral	47	42	72	0.95	0.85
Ground-truth viral	47	43	60	0.95	0.87
Ground-truth viral	47	44	97	0.95	0.89
Ground-truth viral	47	45	186	0.95	0.91
Ground-truth viral	47	46	84	0.95	0.93
Ground-truth viral	47	47	814	0.95	0.95
Ground-truth viral	47	48	52	0.95	0.97
Ground-truth viral	47	49	35686	0.95	0.99
Ground-truth viral	48	0	52	0.97	0.01
Ground-truth viral	48	1	1	0.97	0.03
Ground-truth viral	48	2	32	0.97	0.05
Ground-truth viral	48	3	4	0.97	0.07
Ground-truth viral	48	4	13	0.97	0.09
Ground-truth viral	48	5	6	0.97	0.11
Ground-truth viral	48	6	9	0.97	0.13
Ground-truth viral	48	7	12	0.97	0.15
Ground-truth viral	48	8	3	0.97	0.17
Ground-truth viral	48	9	5	0.97	0.19
Ground-truth viral	48	10	8	0.97	0.21
Ground-truth viral	48	11	10	0.97	0.23
Ground-truth viral	48	12	13	0.97	0.25
Ground-truth viral	48	13	9	0.97	0.27
Ground-truth viral	48	14	3	0.97	0.29
Ground-truth viral	48	15	6	0.97	0.31
Ground-truth viral	48	16	5	0.97	0.33
Ground-truth viral	48	17	7	0.97	0.35
Ground-truth viral	48	18	8	0.97	0.37
Ground-truth viral	48	19	12	0.97	0.39
Ground-truth viral	48	20	14	0.97	0.41
Ground-truth viral	48	21	6	0.97	0.43
Ground-truth viral	48	22	13	0.97	0.45
Ground-truth viral	48	23	9	0.97	0.47
Ground-truth viral	48	24	12	0.97	0.49
Ground-truth viral	48	25	18	0.97	0.51
Ground-truth viral	48	26	15	0.97	0.53
Ground-truth viral	48	27	15	0.97	0.55
Ground-truth viral	48	28	20	0.97	0.57
Ground-truth viral	48	29	21	0.97	0.59
Ground-truth viral	48	30	13	0.97	0.61
Ground-truth viral	48	31	19	0.97	0.63
Ground-truth viral	48	32	26	0.97	0.65
Ground-truth viral	48	33	27	0.97	0.67
Ground-truth viral	48	34	24	0.97	0.69
Ground-truth viral	48	35	23	0.97	0.71
Ground-truth viral	48	36	37	0.97	0.73
Ground-truth viral	48	37	47	0.97	0.75
Ground-truth viral	48	38	44	0.97	0.77
Ground-truth viral	48	39	68	0.97	0.79
Ground-truth viral	48	40	73	0.97	0.81
Ground-truth viral	48	41	51	0.97	0.83
Ground-truth viral	48	42	123	0.97	0.85
Ground-truth viral	48	43	99	0.97	0.87
Ground-truth viral	48	44	173	0.97	0.89
Ground-truth viral	48	45	249	0.97	0.91
Ground-truth viral	48	46	130	0.97	0.93
Ground-truth viral	48	47	1158	0.97	0.95
Ground-truth viral	48	48	89	0.97	0.97
Ground-truth viral	48	49	61822	0.97	0.99
Ground-truth viral	49	0	56	0.99	0.01
Ground-truth viral	49	1	2	0.99	0.03
Ground-truth viral	49	2	28	0.99	0.05
Ground-truth viral	49	3	3	0.99	0.07
Ground-truth viral	49	4	16	0.99	0.09
Ground-truth viral	49	5	9	0.99	0.11
Ground-truth viral	49	6	8	0.99	0.13
Ground-truth viral	49	7	17	0.99	0.15
