Accession,Protein Function,V-Score,Log10[Hit Number],Database Origin
K07026,mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70],0.59,1.770852012,KEGG
K16233,alpha-pyrone synthase,0.59,1.770852012,KEGG
K16237,aromatic amino acid permease,0.59,1.770852012,KEGG
K25489,cholesterol 22-hydroxylase [EC:1.14.14.-],0.59,1.770852012,KEGG
K01050,cholinesterase [EC:3.1.1.8],0.59,1.770852012,KEGG
K19813,glucose dehydrogenase [EC:1.1.5.9],0.59,1.770852012,KEGG
K10724,ecdysone oxidase [EC:1.1.3.16],0.59,1.770852012,KEGG
K13309,"dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase [EC:4.3.1.30]",0.59,1.770852012,KEGG
K10769,alkylated DNA repair protein alkB homolog 7 [EC:1.14.11.-],0.59,1.770852012,KEGG
K04143,adrenergic receptor beta-3,0.59,1.770852012,KEGG
K01598,phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36],0.59,1.770852012,KEGG
K04656,hydrogenase maturation protein HypF,0.59,1.770852012,KEGG
K26471,leucine zipper putative tumor suppressor 2,0.59,1.770852012,KEGG
K11741,quaternary ammonium compound-resistance protein SugE,0.59,1.770852012,KEGG
K02576,heparan sulfate N-deacetylase/N-sulfotransferase NDST1 [EC:3.5.1.- 2.8.2.8],0.59,1.770852012,KEGG
K02578,heparan sulfate N-deacetylase/N-sulfotransferase NDST3 [EC:3.5.1.- 2.8.2.8],0.59,1.770852012,KEGG
K19091,CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-],0.59,1.770852012,KEGG
K22221,HEAT repeat-containing taxis protein,0.59,1.770852012,KEGG
K00434,L-ascorbate peroxidase [EC:1.11.1.11],0.59,1.770852012,KEGG
K04326,free fatty acid receptor 3,0.59,1.770852012,KEGG
K18286,aminodeoxyfutalosine deaminase [EC:3.5.4.40],0.59,1.770852012,KEGG
K00487,trans-cinnamate 4-monooxygenase [EC:1.14.14.91],0.59,1.770852012,KEGG
K00946,thiamine-monophosphate kinase [EC:2.7.4.16],0.59,1.770852012,KEGG
K07942,ADP-ribosylation factor-like protein 1,0.59,1.770852012,KEGG
K19706,dihydroceramide fatty acyl 2-hydroxylase [EC:1.14.18.7],0.59,1.770852012,KEGG
K00112,glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3],0.59,1.770852012,KEGG
K02765,D-glucosamine PTS system EIICBA component [EC:2.7.1.-],0.59,1.770852012,KEGG
K14578,"naphthalene 1,2-dioxygenase ferredoxin component",0.59,1.770852012,KEGG
K22464,fatty acid photodecarboxylase [EC:4.1.1.106],0.59,1.770852012,KEGG
K03237,translation initiation factor 2 subunit 1,0.59,1.770852012,KEGG
K07123,uncharacterized protein,0.59,1.770852012,KEGG
K25046,L-arabinose/D-xylose transport system permease protein,0.59,1.770852012,KEGG
K22968,acyl homoserine lactone synthase [EC:2.3.1.184],0.58,1.763427994,KEGG
K01119,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]",0.58,1.763427994,KEGG
K12975,KDO II ethanolaminephosphotransferase [EC:2.7.8.42],0.58,1.763427994,KEGG
K24731,dystrophia myotonica WD repeat-containing protein,0.58,1.763427994,KEGG
K15557,phthalate transport system permease protein,0.58,1.763427994,KEGG
K06826,nidogen (entactin),0.58,1.763427994,KEGG
K15580,oligopeptide transport system substrate-binding protein,0.58,1.763427994,KEGG
K19484,zinc finger protein PLAG1,0.58,1.763427994,KEGG
K12116,flavin-binding kelch repeat F-box protein 1,0.58,1.763427994,KEGG
K09461,anthraniloyl-CoA monooxygenase [EC:1.14.13.40],0.58,1.763427994,KEGG
K04274,P2Y purinoceptor 10,0.58,1.763427994,KEGG
K00850,6-phosphofructokinase 1 [EC:2.7.1.11],0.58,1.763427994,KEGG
K04286,melatonin receptor type 1B,0.58,1.763427994,KEGG
K09969,general L-amino acid transport system substrate-binding protein,0.58,1.763427994,KEGG
K12660,2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53],0.58,1.763427994,KEGG
K24434,SCO-spondin,0.58,1.763427994,KEGG
K11818,aromatic aldoxime N-monooxygenase [EC:1.14.14.45],0.58,1.763427994,KEGG
K07380,contactin associated protein-like 2,0.58,1.763427994,KEGG
K07381,(S)-limonene 6-monooxygenase [EC:1.14.14.51],0.58,1.763427994,KEGG
K07382,(S)-limonene 7-monooxygenase [EC:1.14.14.52],0.58,1.763427994,KEGG
K20560,tabersonine/lochnericine 19-hydroxylase,0.58,1.763427994,KEGG
K24458,schlafen family member 11 [EC:3.6.-.-],0.58,1.763427994,KEGG
K23137,indole-3-carbonyl nitrile 4-hydroxylase [EC:1.14.14.165],0.58,1.763427994,KEGG
K02654,leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-],0.58,1.763427994,KEGG
K15766,"2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha [EC:1.14.12.14]",0.58,1.763427994,KEGG
K24999,ribonucleoprotein PTB-binding 1,0.58,1.763427994,KEGG
K17515,C-type lectin domain family 9 member A,0.58,1.763427994,KEGG
K21053,adenine deaminase [EC:3.5.4.2],0.58,1.763427994,KEGG
K16234,histidine transporter,0.58,1.763427994,KEGG
K22873,protein trapped in endoderm-1,0.58,1.763427994,KEGG
K03649,double-stranded uracil-DNA glycosylase [EC:3.2.2.28],0.58,1.763427994,KEGG
K16732,Ase1/PRC1/MAP65 family protein,0.58,1.763427994,KEGG
K20767,germacrene A acid 8beta-hydroxylase [EC:1.14.14.168],0.58,1.763427994,KEGG
K06771,myelin associated glycoprotein,0.58,1.763427994,KEGG
K10296,F-box protein 10,0.58,1.763427994,KEGG
K18066,tRNA wybutosine-synthesizing protein 5 [EC:1.14.11.42],0.58,1.763427994,KEGG
K23371,"L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225]",0.58,1.763427994,KEGG
K18078,protein tyrosine phosphatase domain-containing protein 1 [EC:3.1.3.-],0.58,1.763427994,KEGG
K23384,indoleacetate decarboxylase [EC:4.1.1.115],0.58,1.763427994,KEGG
K22079,limulus clotting factor C [EC:3.4.21.84],0.58,1.763427994,KEGG
K04160,5-hydroxytryptamine receptor 4,0.58,1.763427994,KEGG
K13385,N-methylcoclaurine 3'-monooxygenase [EC:1.14.14.102],0.58,1.763427994,KEGG
K13389,(S)-corytuberine synthase [EC:1.14.19.51],0.58,1.763427994,KEGG
K17284,perilipin-2,0.58,1.763427994,KEGG
K25168,helicase with zinc finger domain [EC:3.6.4.-],0.58,1.763427994,KEGG
K03379,cyclohexanone monooxygenase [EC:1.14.13.22],0.58,1.763427994,KEGG
K19013,stabilin-2,0.58,1.763427994,KEGG
K02081,"DeoR family transcriptional regulator, aga operon transcriptional repressor",0.58,1.763427994,KEGG
K15191,La-related protein 7,0.58,1.763427994,KEGG
K23526,"aromatic O-demethylase, cytochrome P450 subunit [EC:1.14.14.-]",0.58,1.763427994,KEGG
K26101,zinc finger protein 16,0.58,1.763427994,KEGG
K13030,cyanohydrin beta-glucosyltransferase [EC:2.4.1.85],0.58,1.763427994,KEGG
K13509,lysophosphatidate acyltransferase [EC:2.3.1.51],0.58,1.763427994,KEGG
K09578,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8],0.58,1.763427994,KEGG
K17916,kinesin family member 16B,0.58,1.763427994,KEGG
K07407,alpha-galactosidase [EC:3.2.1.22],0.58,1.763427994,KEGG
K17475,tryprostatin B 6-hydroxylase [EC:1.14.14.118],0.58,1.763427994,KEGG
K07434,aromatase [EC:1.14.14.14],0.58,1.763427994,KEGG
K07435,cytochrome P450 family 20 subfamily A [EC:1.14.-.-],0.58,1.763427994,KEGG
K15805,"5-epiaristolochene 1,3-dihydroxylase [EC:1.14.14.149]",0.58,1.763427994,KEGG
K25882,"LysR family transcriptional regulator, transcriptional activator of nodD3 and syrA",0.58,1.763427994,KEGG
K20676,spheroide [EC:3.4.21.-],0.58,1.763427994,KEGG
K23276,7-deoxyloganate 7-hydroxylase [EC:1.14.14.85],0.58,1.763427994,KEGG
K01958,pyruvate carboxylase [EC:6.4.1.1],0.58,1.763427994,KEGG
K04074,cell division initiation protein,0.58,1.763427994,KEGG
K08434,G protein-coupled receptor 150,0.58,1.763427994,KEGG
K08439,G protein-coupled receptor 161,0.58,1.763427994,KEGG
K04092,chorismate mutase [EC:5.4.99.5],0.58,1.763427994,KEGG
K22956,acyl homoserine lactone synthase [EC:2.3.1.184],0.57,1.755874856,KEGG
K25092,scaffold attachment factor B,0.57,1.755874856,KEGG
K03759,arginine:agmatine antiporter,0.57,1.755874856,KEGG
K21692,methyltetrahydroprotoberberine 14-monooxygenase [EC:1.14.14.97],0.57,1.755874856,KEGG
K05501,TetR/AcrR family transcriptional regulator,0.57,1.755874856,KEGG
K04266,adenosine receptor A2a,0.57,1.755874856,KEGG
K04280,gonadotropin-releasing hormone receptor,0.57,1.755874856,KEGG
K22681,c-type lectin domain family 2 member L,0.57,1.755874856,KEGG
K03927,carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56],0.57,1.755874856,KEGG
K06044,(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15],0.57,1.755874856,KEGG
K24441,geranylhydroquinone 3''-hydroxylase [EC:1.14.14.174],0.57,1.755874856,KEGG
K15774,betanidin 5-O-glucosyltransferase [EC:2.4.1.-],0.57,1.755874856,KEGG
K00567,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],0.57,1.755874856,KEGG
K22365,tabersonine 3-oxygenase [EC:1.14.14.50],0.57,1.755874856,KEGG
K21555,"CRP/FNR family transcriptional regulator, carbon monoxide oxidation system transcription regulator",0.57,1.755874856,KEGG
K25901,quinate/shikimate dehydrogenase (NAD+) [EC:1.1.1.24],0.57,1.755874856,KEGG
K15405,midchain alkane hydroxylase,0.57,1.755874856,KEGG
K25487,19-hydroxycucurbitadienol 25-hydroxylase [EC:1.14.14.-],0.57,1.755874856,KEGG
K10223,cholesterol 25-hydroxylase [EC:1.14.99.38],0.57,1.755874856,KEGG
K03687,molecular chaperone GrpE,0.57,1.755874856,KEGG
K20768,cytochrome P450 family 94 subfamily A2,0.57,1.755874856,KEGG
K23341,erlin,0.57,1.755874856,KEGG
K01569,oxalate decarboxylase [EC:4.1.1.2],0.57,1.755874856,KEGG
K04130,muscarinic acetylcholine receptor M2,0.57,1.755874856,KEGG
K00726,"alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]",0.57,1.755874856,KEGG
K00278,L-aspartate oxidase [EC:1.4.3.16],0.57,1.755874856,KEGG
K00290,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",0.57,1.755874856,KEGG
K22096,"(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase [EC:1.14.14.167]",0.57,1.755874856,KEGG
K18585,intermediate filament protein if,0.57,1.755874856,KEGG
K11211,3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166],0.57,1.755874856,KEGG
K02042,phosphonate transport system permease protein,0.57,1.755874856,KEGG
K21293,cytochrome P450 family 619,0.57,1.755874856,KEGG
K15638,cytochrome P450 family 72 subfamily C1,0.57,1.755874856,KEGG
K10428,dynactin 6,0.57,1.755874856,KEGG
K24834,glioma pathogenesis-related protein 1,0.57,1.755874856,KEGG
K19073,divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75],0.57,1.755874856,KEGG
K19084,bacitracin transport system permease protein,0.57,1.755874856,KEGG
K24393,sulfopyruvate decarboxylase [EC:4.1.1.79],0.57,1.755874856,KEGG
K01284,peptidyl-dipeptidase Dcp [EC:3.4.15.5],0.57,1.755874856,KEGG
K05160,tumor necrosis factor receptor superfamily member 25,0.57,1.755874856,KEGG
K26107,fibroblast growth factor receptor-like 1,0.57,1.755874856,KEGG
K18701,arsenate-mycothiol transferase [EC:2.8.4.2],0.57,1.755874856,KEGG
K14850,ribosomal RNA-processing protein 8 [EC:2.1.1.287],0.57,1.755874856,KEGG
K22282,fatty acid hydroxylase domain-containing protein 2,0.57,1.755874856,KEGG
K00495,phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44],0.57,1.755874856,KEGG
K08289,phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21],0.57,1.755874856,KEGG
K21467,penicillin-binding protein 3,0.57,1.755874856,KEGG
K10109,maltose/maltodextrin transport system permease protein,0.57,1.755874856,KEGG
K13209,RNA-binding protein EWS,0.57,1.755874856,KEGG
K13224,indolin-2-one monooxygenase [EC:1.14.14.157],0.57,1.755874856,KEGG
K13226,"2-hydroxy-1,4-benzoxazin-3-one monooxygenase [EC:1.14.14.110]",0.57,1.755874856,KEGG
K19788,obg-like ATPase 1,0.57,1.755874856,KEGG
K10696,E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27],0.57,1.755874856,KEGG
K03739,membrane protein involved in D-alanine export,0.56,1.748188027,KEGG
K15537,alkylglycerol monooxygenase [EC:1.14.16.5],0.56,1.748188027,KEGG
K12978,lipid A 4'-phosphatase [EC:3.1.3.-],0.56,1.748188027,KEGG
K00309,dimethylglycine oxidase [EC:1.5.3.10],0.56,1.748188027,KEGG
K05054,melanin-concentrating hormone receptor 2,0.56,1.748188027,KEGG
K10382,dystonin,0.56,1.748188027,KEGG
K13405,(S)-N-methylcoclaurine 3'-hydroxylase,0.56,1.748188027,KEGG
K04236,coagulation factor II (thrombin) receptor-like 3,0.56,1.748188027,KEGG
K22617,lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270],0.56,1.748188027,KEGG
K08149,"MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 12",0.56,1.748188027,KEGG
K22634,salviol synthase [EC:1.14.14.62],0.56,1.748188027,KEGG
K08621,a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-],0.56,1.748188027,KEGG
K04283,trypanothione-disulfide reductase [EC:1.8.1.12],0.56,1.748188027,KEGG
K17363,urocanate reductase [EC:1.3.99.33],0.56,1.748188027,KEGG
K03423,bis-gamma-glutamylcystine reductase [EC:1.8.1.13],0.56,1.748188027,KEGG
K12640,brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180],0.56,1.748188027,KEGG
K07347,outer membrane usher protein,0.56,1.748188027,KEGG
K16083,ent-isokaurene hydroxylase [EC:1.14.14.76],0.56,1.748188027,KEGG
K17877,nitrite reductase (NAD(P)H) [EC:1.7.1.4],0.56,1.748188027,KEGG
K24438,sterigmatocystin biosynthesis cytochrome P450 monooxygenase,0.56,1.748188027,KEGG
K24439,versicolorin B desaturase [EC:1.14.-.-],0.56,1.748188027,KEGG
K01327,leukocyte elastase [EC:3.4.21.37],0.56,1.748188027,KEGG
K23180,flavone synthase II [EC:1.14.19.76],0.56,1.748188027,KEGG
K22326,vinorine hydroxylase [EC:1.14.14.104],0.56,1.748188027,KEGG
K01395,meprin A [EC:3.4.24.18],0.56,1.748188027,KEGG
K23662,cytochrome P450 family 98 subfamily A9 [EC:1.14.13.-],0.56,1.748188027,KEGG
K09674,carbohydrate 3-sulfotransferase 10 [EC:2.8.2.-],0.56,1.748188027,KEGG
K08382,G protein-coupled receptor 33,0.56,1.748188027,KEGG
K22887,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80],0.56,1.748188027,KEGG
K20249,acyl homoserine lactone synthase [EC:2.3.1.184],0.56,1.748188027,KEGG
K16276,zinc finger protein-like protein,0.56,1.748188027,KEGG
K10236,trehalose/maltose transport system substrate-binding protein,0.56,1.748188027,KEGG
K20751,spermosin [EC:3.4.21.99],0.56,1.748188027,KEGG
K06724,neuropilin 1,0.56,1.748188027,KEGG
K19814,"glutamate 2,3-aminomutase [EC:5.4.3.9]",0.56,1.748188027,KEGG
K10276,F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27],0.56,1.748188027,KEGG
K23820,sushi domain-containing protein 2,0.56,1.748188027,KEGG
K15986,manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1],0.56,1.748188027,KEGG
K04144,dopamine receptor D1,0.56,1.748188027,KEGG
K04602,cadherin EGF LAG seven-pass G-type receptor 3,0.56,1.748188027,KEGG
K18559,NADH-dependent fumarate reductase subunit D,0.56,1.748188027,KEGG
K17244,putative chitobiose transport system substrate-binding protein,0.56,1.748188027,KEGG
K00299,FMN reductase [EC:1.5.1.38],0.56,1.748188027,KEGG
K17760,quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1],0.56,1.748188027,KEGG
K13889,glutathione transport system substrate-binding protein,0.56,1.748188027,KEGG
K21291,ent-cassadiene hydroxylase [EC:1.14.14.69],0.56,1.748188027,KEGG
K11747,glutathione-regulated potassium-efflux system protein KefB,0.56,1.748188027,KEGG
K23508,galactofuranose transport system substrate-binding protein,0.56,1.748188027,KEGG
K06910,phosphatidylethanolamine-binding protein,0.56,1.748188027,KEGG
K07780,"AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes",0.56,1.748188027,KEGG
K06923,uncharacterized protein,0.56,1.748188027,KEGG
K11799,DDB1- and CUL4-associated factor 4,0.56,1.748188027,KEGG
K00441,coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1],0.56,1.748188027,KEGG
K13086,mannosylfructose-6-phosphate phosphatase [EC:3.1.3.79],0.56,1.748188027,KEGG
K00497,steroid 11beta-monooxygenase [EC:1.14.15.4],0.56,1.748188027,KEGG
K26647,Herelleviridae RNA polymerase beta subunit,0.56,1.748188027,KEGG
K17469,"sulfate transporter 2, low-affinity",0.56,1.748188027,KEGG
K24012,acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],0.56,1.748188027,KEGG
K07423,cytochrome P450 family 2 subfamily W1 [EC:1.14.14.-],0.56,1.748188027,KEGG
K15317,asperthecin polyketide synthase,0.56,1.748188027,KEGG
K10151,G1/S-specific cyclin-D2,0.56,1.748188027,KEGG
K15388,cytochrome P450 monooxygenase,0.56,1.748188027,KEGG
K14071,leucokinin receptor,0.56,1.748188027,KEGG
K10661,E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27],0.56,1.748188027,KEGG
K01959,pyruvate carboxylase subunit A [EC:6.4.1.1],0.56,1.748188027,KEGG
K13257,2-hydroxyisoflavanone synthase [EC:1.14.14.87],0.56,1.748188027,KEGG
K07149,uncharacterized protein,0.55,1.740362689,KEGG
K02459,general secretion pathway protein J,0.55,1.740362689,KEGG
K24291,[2-(trimethylamino)ethyl]phosphonate dioxygenase [EC:1.14.11.72],0.55,1.740362689,KEGG
K24790,periostin,0.55,1.740362689,KEGG
K22144,cell surface hyaluronidase [EC:3.2.1.35],0.55,1.740362689,KEGG
K00354,NADPH2 dehydrogenase [EC:1.6.99.1],0.55,1.740362689,KEGG
K04250,rhodopsin,0.55,1.740362689,KEGG
K08145,"MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8",0.55,1.740362689,KEGG
K26579,colibactin biosynthesis peptidase,0.55,1.740362689,KEGG
K17872,demethylphylloquinone reductase [EC:1.6.5.12],0.55,1.740362689,KEGG
K02626,arginine decarboxylase [EC:4.1.1.19],0.55,1.740362689,KEGG
K12681,pertactin,0.55,1.740362689,KEGG
K15259,poly [ADP-ribose] polymerase 7/11/12/13 [EC:2.4.2.30],0.55,1.740362689,KEGG
K10042,succinate receptor 1,0.55,1.740362689,KEGG
K06089,junctional adhesion molecule 1,0.55,1.740362689,KEGG
K10073,C-type lectin domain family 5 member A,0.55,1.740362689,KEGG
K00040,fructuronate reductase [EC:1.1.1.57],0.55,1.740362689,KEGG
K14946,RNA binding protein fox-1,0.55,1.740362689,KEGG
K09188,[histone H3]-lysine4 N-trimethyltransferase MLL3 [EC:2.1.1.354],0.55,1.740362689,KEGG
K16217,geranyl diphosphate 2-C-methyltransferase [EC:2.1.1.255],0.55,1.740362689,KEGG
K07517,Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8],0.55,1.740362689,KEGG
K12368,dipeptide transport system substrate-binding protein,0.55,1.740362689,KEGG
K08397,relaxin family peptide receptor 3,0.55,1.740362689,KEGG
K04961,ryanodine receptor 1,0.55,1.740362689,KEGG
K24133,serine proteinase stubble [EC:3.4.21.-],0.55,1.740362689,KEGG
K15416,orsellinic acid synthase,0.55,1.740362689,KEGG
K19355,"mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]",0.55,1.740362689,KEGG
K23379,extracelluar matrix protein FRAS1,0.55,1.740362689,KEGG
K00254,dihydroorotate dehydrogenase [EC:1.3.5.2],0.55,1.740362689,KEGG
K04132,muscarinic acetylcholine receptor M4,0.55,1.740362689,KEGG
K04133,muscarinic acetylcholine receptor M5,0.55,1.740362689,KEGG
K16400,cytochrome P450 enzyme,0.55,1.740362689,KEGG
K21716,"amorpha-4,11-diene 12-monooxygenase [EC:1.14.14.114]",0.55,1.740362689,KEGG
K21268,hexaprenyl diphosphate synthase [EC:2.5.1.82],0.55,1.740362689,KEGG
K11210,metallothiol transferase [EC:2.5.1.-],0.55,1.740362689,KEGG
K07259,serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],0.55,1.740362689,KEGG
K02046,sulfate/thiosulfate transport system permease protein,0.55,1.740362689,KEGG
K11734,aromatic amino acid transport protein AroP,0.55,1.740362689,KEGG
K06498,high affinity immunoglobulin gamma Fc receptor I,0.55,1.740362689,KEGG
K19587,"Rrf2 family transcriptional regulator, repressor of oqxAB",0.55,1.740362689,KEGG
K04328,free fatty acid receptor 2,0.55,1.740362689,KEGG
K13060,acyl homoserine lactone synthase [EC:2.3.1.184],0.55,1.740362689,KEGG
K13074,biflaviolin synthase [EC:1.14.19.69],0.55,1.740362689,KEGG
K13531,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],0.55,1.740362689,KEGG
K24003,stachydrine N-demethylase [EC:1.14.13.247],0.55,1.740362689,KEGG
K07416,cytochrome P450 family 2 subfamily F [EC:1.14.14.1],0.55,1.740362689,KEGG
K16604,tubulin polyglutamylase TTLL11 [EC:6.3.2.-],0.55,1.740362689,KEGG
K17470,"sulfate transporter 1, high-affinity",0.55,1.740362689,KEGG
K16180,methylornithine synthase [EC:5.4.99.58],0.55,1.740362689,KEGG
K10188,lactose/L-arabinose transport system substrate-binding protein,0.55,1.740362689,KEGG
K04014,protein NrfC,0.55,1.740362689,KEGG
K02784,phosphocarrier protein HPr,0.55,1.740362689,KEGG
K01468,imidazolonepropionase [EC:3.5.2.7],0.55,1.740362689,KEGG
K17104,phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41],0.55,1.740362689,KEGG
K18904,"outer membrane protein, multidrug efflux system",0.55,1.740362689,KEGG
K14579,"naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]",0.55,1.740362689,KEGG
K01960,pyruvate carboxylase subunit B [EC:6.4.1.1],0.55,1.740362689,KEGG
