#ncbi_accession	source_identifier	label	sequence_cutoff	domain_cutoff	hmm_length	family_type	for_structural_annotation	for_naming	for_AMRFinder	product_name	gene_symbol	gene_synonyms	ec_numbers	go_terms	pmids	taxonomic_range	taxonomic_range_name	taxonomic_rank_name	n_refseq_protein_hits	source	name_orig	hmm_name	comment
NF012880.7	PF00676.26	E1_dh	22	22	300	domain	Y	Y	N	thiamine pyrophosphate-dependent enzyme				GO:0016624		131567	cellular organisms	cellular root	311418	EBI-EMBL	Dehydrogenase E1 component	thiamine pyrophosphate-dependent enzyme	This family uses thiamine pyrophosphate as a cofactor. This family includes pyruvate dehydrogenase, 2-oxoglutarate dehydrogenase and 2-oxoisovalerate dehydrogenase. (from Pfam)
NF012881.6	PF00677.23	Lum_binding	27	27	86	domain	Y	N	N	Lumazine binding domain						131567	cellular organisms	cellular root	73100	EBI-EMBL	Lumazine binding domain	Lumazine binding domain	This domain binds to derivatives of lumazine in some proteins. Some proteins have lost the residues involved in binding lumazine. (from Pfam)
NF012882.6	PF00679.30	EFG_C	27.9	27.9	89	domain	Y	N	N	Elongation factor G C-terminus						131567	cellular organisms	cellular root	263987	EBI-EMBL	Elongation factor G C-terminus	Elongation factor G C-terminus	This domain includes the carboxyl terminal regions of Elongation factor G, elongation factor 2 and some tetracycline resistance proteins and adopt a ferredoxin-like fold. (from Pfam)
NF012883.6	PF00680.25	RdRP_1	23.9	23.9	450	domain	Y	N	N	Viral RNA-dependent RNA polymerase				GO:0003723,GO:0003968,GO:0006351	15306852,29439438,31138817,32438371,34580920	131567	cellular organisms	cellular root	2388	EBI-EMBL	Viral RNA-dependent RNA polymerase	Viral RNA-dependent RNA polymerase	This family represents the RNA-directed RNA polymerase found in many positive strand RNA eukaryotic viruses. Structural studies indicate that these proteins form the "right hand" structure found in all oligonucleotide polymerases, containing thumb, finger and palm domains, and also the additional bridging finger and thumb domains unique to RNA-directed RNA polymerases [1,2,3,4]. Remdesivir, a recent treatment approved for Covid-19 disease, directly interacts with this region of the RdRp (NSP12) from SARS-CoV-2 and explains its mechanism of action via delayed-chain termination (PMID: 34580920). (from Pfam)
NF012885.6	PF00682.25	HMGL-like	29	29	260	domain	Y	N	N	HMGL-like				GO:0003824		131567	cellular organisms	cellular root	297231	EBI-EMBL	HMGL-like	HMGL-like	This family contains a diverse set of enzymes. These include various aldolases and a region of pyruvate carboxylase. (from Pfam)
NF012887.7	PF00684.25	DnaJ_CXXCXGXG	32.7	32.7	65	domain	Y	Y	N	zinc finger domain-containing protein				GO:0031072,GO:0051082	10891270,14656432	131567	cellular organisms	cellular root	79172	EBI-EMBL	DnaJ central domain	DnaJ central domain	The central cysteine-rich (CR) domain of DnaJ proteins contains four repeats of the motif CXXCXGXG where X is any amino acid. The isolated cysteine rich domain folds in zinc dependent fashion. Each set of two repeats binds one unit of zinc. Although this domain has been implicated in substrate binding, no evidence of specific interaction between the isolated DNAJ cysteine rich domain and various hydrophobic peptides has been found (PMID: 10891270). (from Pfam)
NF012888.6	PF00685.33	Sulfotransfer_1	22	22	255	domain	Y	Y	N	sulfotransferase domain-containing protein				GO:0015016,GO:0016787	9360604	131567	cellular organisms	cellular root	61813	EBI-EMBL	Sulfotransferase domain	Sulfotransferase domain	
NF012889.6	PF00686.25	CBM_20	23.3	23.3	97	domain	Y	Y	N	carbohydrate-binding module family 20 domain-containing protein				GO:2001070	10348915,8955113	131567	cellular organisms	cellular root	17798	EBI-EMBL	Starch binding domain	Starch binding domain	
NF012890.6	PF00687.26	Ribosomal_L1	32.2	32.2	198	PfamEq	Y	N	N	Ribosomal protein L1p/L10e family						131567	cellular organisms	cellular root	45863	EBI-EMBL	Ribosomal protein L1p/L10e family	Ribosomal protein L1p/L10e family	This family includes prokaryotic L1 and eukaryotic L10. (from Pfam)
NF012891.6	PF00688.24	TGFb_propeptide	25.8	25.8	242	PfamEq	Y	N	N	TGF-beta propeptide					8617200,9150447	131567	cellular organisms	cellular root	490	EBI-EMBL	TGF-beta propeptide	TGF-beta propeptide	This propeptide is known as latency associated peptide (LAP) in TGF-beta. LAP is a homodimer which is disulfide linked to TGF-beta binding protein. (from Pfam)
NF012892.6	PF00689.26	Cation_ATPase_C	27.3	27.3	175	domain	Y	Y	N	cation transporting ATPase C-terminal domain-containing protein						131567	cellular organisms	cellular root	141494	EBI-EMBL	Cation transporting ATPase, C-terminus	Cation transporting ATPase, C-terminus	Members of this families are involved in Na+/K+, H+/K+, Ca++ and Mg++ transport. This family represents 5 transmembrane helices. (from Pfam)
NF012893.6	PF00690.31	Cation_ATPase_N	20.4	20.4	69	domain	Y	Y	N	cation-transporting P-type ATPase						131567	cellular organisms	cellular root	137373	EBI-EMBL	Cation transporter/ATPase, N-terminus	cation-transporting P-type ATPase	Members of this families are involved in Na+/K+, H+/K+, Ca++ and Mg++ transport. (from Pfam)
NF012895.6	PF00692.24	dUTPase	22	22	129	domain	Y	N	N	dUTPase					1311056,8805593	131567	cellular organisms	cellular root	76546	EBI-EMBL	dUTPase	dUTPase	dUTPase hydrolyses dUTP to dUMP and pyrophosphate. (from Pfam)
NF012897.6	PF00694.25	Aconitase_C	22.8	22.8	131	domain	Y	N	N	Aconitase C-terminal domain					7675781	131567	cellular organisms	cellular root	186713	EBI-EMBL	Aconitase C-terminal domain	Aconitase C-terminal domain	Members of this family usually also match to Pfam:PF00330. This domain undergoes conformational change in the enzyme mechanism (PMID: 7675781). (from Pfam)
NF012899.6	PF00696.33	AA_kinase	24.9	24.9	234	domain	Y	Y	N	amino acid kinase family protein					10860751	131567	cellular organisms	cellular root	362049	EBI-EMBL	Amino acid kinase family	amino acid kinase family protein	This family includes kinases that phosphorylate a variety of amino acid substrates, as well as uridylate kinase and carbamate kinase. This family includes: Aspartokinase EC:2.7.2.4, Swiss:P00561. Acetylglutamate kinase EC:2.7.2.8, Swiss:Q07905. Glutamate 5-kinase EC:2.7.2.11, Swiss:P07005. Uridylate kinase EC:2.7.4.-, Swiss:P29464. Carbamate kinase EC:2.7.2.2, Swiss:O96432. (from Pfam)
NF012900.6	PF00697.28	PRAI	22.7	22.7	193	PfamEq	Y	Y	N	phosphoribosylanthranilate isomerase	trpF		5.3.1.24	GO:0004640,GO:0006568	1738159	131567	cellular organisms	cellular root	76640	EBI-EMBL	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	phosphoribosylanthranilate isomerase	
NF012901.6	PF00698.26	Acyl_transf_1	32.7	32.7	319	domain	Y	Y	N	acyltransferase domain-containing protein					7768883	131567	cellular organisms	cellular root	368612	EBI-EMBL	Acyl transferase domain	Acyl transferase domain	
NF012902.6	PF00699.25	Urease_beta	25	25	98	domain	Y	Y	N	urease subunit beta			3.5.1.5	GO:0035550,GO:0043419	7754395	131567	cellular organisms	cellular root	37563	EBI-EMBL	Urease beta subunit	urease subunit beta	This subunit is known as alpha in Heliobacter. (from Pfam)
NF012904.6	PF00701.28	DHDPS	22.1	22.1	289	subfamily	Y	Y	N	dihydrodipicolinate synthase family protein				GO:0016829	7853400,8081752	131567	cellular organisms	cellular root	256200	EBI-EMBL	Dihydrodipicolinate synthetase family	dihydrodipicolinate synthase family protein	This family has a TIM barrel structure. (from Pfam)
NF012905.6	PF00702.32	Hydrolase	26.4	26.4	191	domain	Y	Y	N	HAD family hydrolase					20485265,8702766	131567	cellular organisms	cellular root	1668569	EBI-EMBL	haloacid dehalogenase-like hydrolase	HAD family hydrolase	This family is structurally different from the alpha/beta hydrolase family (Pfam:PF00561). This family includes L-2-haloacid dehalogenase, epoxide hydrolases and phosphatases. The structure of the family consists of two domains. One is an inserted four helix bundle, which is the least well conserved region of the alignment, between residues 16 and 96 of Swiss:P24069. The rest of the fold is composed of the core alpha/beta domain (PMID: 8702766). Those members with the characteristic DxD triad at the N-terminus are probably phosphatidylglycerolphosphate (PGP) phosphatases involved in cardiolipin biosynthesis in the mitochondria (PMID: 20485265). (from Pfam)
NF012906.6	PF00703.27	Glyco_hydro_2	23	23	109	domain	Y	N	N	Glycosyl hydrolases family 2				GO:0004553,GO:0005975	8008071	131567	cellular organisms	cellular root	211401	EBI-EMBL	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2	This family contains beta-galactosidase, beta-mannosidase and beta-glucuronidase activities. (from Pfam)
NF012907.6	PF00704.34	Glyco_hydro_18	29.6	29.6	317	domain	Y	Y	N	glycosyl hydrolase family 18 protein				GO:0005975	7704527	131567	cellular organisms	cellular root	144363	EBI-EMBL	Glycosyl hydrolases family 18	glycosyl hydrolase family 18	
NF012908.6	PF00705.23	PCNA_N	20.3	20.3	127	domain	Y	N	N	Proliferating cell nuclear antigen, N-terminal domain				GO:0003677,GO:0006275	8001157	131567	cellular organisms	cellular root	1831	EBI-EMBL	Proliferating cell nuclear antigen, N-terminal domain	Proliferating cell nuclear antigen, N-terminal domain	N-terminal and C-terminal domains of PCNA are topologically identical. Three PCNA molecules are tightly associated to form a closed ring encircling duplex DNA. (from Pfam)
NF012911.6	PF00708.24	Acylphosphatase	22.5	22.5	85	domain	Y	Y	N	acylphosphatase			3.6.1.7			131567	cellular organisms	cellular root	79273	EBI-EMBL	Acylphosphatase	acylphosphatase	
NF012912.6	PF00709.27	Adenylsucc_synt	27	27	416	PfamEq	Y	Y	N	adenylosuccinate synthetase			6.3.4.4	GO:0000166,GO:0004019,GO:0006164		131567	cellular organisms	cellular root	76645	EBI-EMBL	Adenylosuccinate synthetase	adenylosuccinate synthetase	
NF012913.6	PF00710.25	Asparaginase	22.5	22.5	193	domain	Y	Y	N	asparaginase domain-containing protein			3.5.1.1			131567	cellular organisms	cellular root	81911	EBI-EMBL	Asparaginase, N-terminal	Asparaginase, N-terminal	This is the N-terminal domain of this enzyme. (from Pfam)
NF012920.6	PF00717.28	Peptidase_S24	23.3	23.3	116	domain	Y	Y	N	S24 family peptidase					10892750	131567	cellular organisms	cellular root	204520	EBI-EMBL	Peptidase S24-like	S24 family peptidase	
NF012922.6	PF00719.24	Pyrophosphatase	23.5	23.5	153	domain	Y	Y	N	inorganic diphosphatase				GO:0000287,GO:0004427,GO:0005737,GO:0006796		131567	cellular organisms	cellular root	40783	EBI-EMBL	Inorganic pyrophosphatase	inorganic diphosphatase	
NF012925.6	PF00722.28	Glyco_hydro_16	22	22	175	domain	Y	Y	N	family 16 glycosylhydrolase				GO:0004553,GO:0005975		131567	cellular organisms	cellular root	71578	EBI-EMBL	Glycosyl hydrolases family 16	glycosyl hydrolase family protein	
NF012926.6	PF00723.27	Glyco_hydro_15	22	22	427	domain	Y	Y	N	glycoside hydrolase family 15 protein						131567	cellular organisms	cellular root	84147	EBI-EMBL	Glycosyl hydrolases family 15	glycoside hydrolase family 15 domain	In higher organisms this family is represented by phosphorylase kinase subunits. (from Pfam)
NF012927.6	PF00724.26	Oxidored_FMN	27	27	342	domain	Y	Y	N	oxidoreductase				GO:0010181,GO:0016491		131567	cellular organisms	cellular root	322885	EBI-EMBL	NADH:flavin oxidoreductase / NADH oxidase family	oxidoreductase	
NF012928.6	PF00725.27	3HCDH	22.1	22.1	97	domain	Y	Y	N	3-hydroxyacyl-CoA dehydrogenase family protein				GO:0006631,GO:0016491,GO:0016616	3479790	131567	cellular organisms	cellular root	289106	EBI-EMBL	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	This family also includes lambda crystallin. Some proteins include two copies of this domain. (from Pfam)
NF012931.6	PF00728.28	Glyco_hydro_20	22.3	22.3	348	domain	Y	Y	N	family 20 glycosylhydrolase				GO:0004553,GO:0005975	8673609	131567	cellular organisms	cellular root	116152	EBI-EMBL	Glycosyl hydrolase family 20, catalytic domain	Glycosyl hydrolase family 20, catalytic domain	This domain has a TIM barrel fold. (from Pfam)
NF012933.6	PF00730.31	HhH-GPD	26.2	26.2	108	domain	Y	N	N	HhH-GPD superfamily base excision DNA repair protein				GO:0006284	10499592,10706276	131567	cellular organisms	cellular root	244351	EBI-EMBL	HhH-GPD superfamily base excision DNA repair protein	HhH-GPD superfamily base excision DNA repair protein	This family contains a diverse range of structurally related DNA repair proteins. The superfamily is called the HhH-GPD family after its hallmark Helix-hairpin-helix and Gly/Pro rich loop followed by a conserved aspartate (PMID: 10706276). This includes endonuclease III, EC:4.2.99.18 and MutY an A/G-specific adenine glycosylase, both have a C terminal 4Fe-4S cluster. The family also includes 8-oxoguanine DNA glycosylases such as Swiss:P53397. The methyl-CPG binding protein MBD4 Swiss:Q9Z2D7 also contains a related domain (PMID: 10499592) that is a thymine DNA glycosylase. The family also includes DNA-3-methyladenine glycosylase II EC:3.2.2.21 and other members of the AlkA family. (from Pfam)
NF012934.6	PF00731.26	AIRC	30	30	148	domain	Y	Y	N	AIR carboxylase family protein				GO:0006189	10574791	131567	cellular organisms	cellular root	73238	EBI-EMBL	AIR carboxylase	AIR carboxylase family protein	Members of this family catalyse the decarboxylation of 1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR). This family catalyse the sixth step of de novo purine biosynthesis. Some members of this family contain two copies of this domain. (from Pfam)
NF012935.6	PF00732.25	GMC_oxred_N	23	23	218	domain	Y	Y	N	GMC family oxidoreductase N-terminal domain-containing protein				GO:0016614,GO:0050660		131567	cellular organisms	cellular root	231115	EBI-EMBL	GMC oxidoreductase	GMC oxidoreductase	This family of proteins bind FAD as a cofactor. (from Pfam)
NF012936.6	PF00733.27	Asn_synthase	21	21	354	domain	Y	Y	N	asparagine synthase-related protein				GO:0004066,GO:0070981		131567	cellular organisms	cellular root	205155	EBI-EMBL	Asparagine synthase	asparagine synthase-related protein	Most members of this family are asparagine synthase, which catalyzes conversion of aspartate to asparagine. Exceptions that score well against the HMM include isopeptide bond formation proteins for lasso peptide biosynthesis. But note that many additional proteins, such as the 7-cyano-7-deazaguanine synthase QueC, hit with scores barely above the model's cutoff scores to N-terminal regions about 60 amino acids long, whereas the full length of the model is 355.
NF012938.6	PF00735.24	Septin	26.2	26.2	280	PfamEq	Y	N	N	Septin				GO:0005525	12665577,14611653	131567	cellular organisms	cellular root	3103	EBI-EMBL	Septin	Septin	Members of this family include CDC3, CDC10, CDC11 and CDC12/Septin. Members of this family bind GTP. As regards the septins, these are polypeptides of 30-65kDa with three characteristic GTPase motifs (G-1, G-3 and G-4) that are similar to those of the Ras family. The G-4 motif is strictly conserved with a unique septin consensus of AKAD. Most septins are thought to have at least one coiled-coil region, which in some cases is necessary for intermolecular interactions that allow septins to polymerise to form rod-shaped complexes. In turn, these are arranged into tandem arrays to form filaments. They are multifunctional proteins, with roles in cytokinesis, sporulation, germ cell development, exocytosis and apoptosis (PMID: 14611653). (from Pfam)
