Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_ambig_region
vRhyme_bin_11__LABRr1A1B1C_000000230540_10	vRhyme_bin_11__LABRr1A1B1C_000000230540	LABRr1A1B1C_vRhyme_bin_11																								10.0	10.0					false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000230540_11	vRhyme_bin_11__LABRr1A1B1C_000000230540	LABRr1A1B1C_vRhyme_bin_11																										393.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000230540_12	vRhyme_bin_11__LABRr1A1B1C_000000230540	LABRr1A1B1C_vRhyme_bin_11																										798.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000230540_13	vRhyme_bin_11__LABRr1A1B1C_000000230540	LABRr1A1B1C_vRhyme_bin_11	rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	K00527						phrog_367	339.441833						326.869812	0.9353891336270191						0.9386590584878745				1512.0				false		high	rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]						ribonucleotide reductase	K00527	rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	KEGG	true
vRhyme_bin_11__LABRr1A1B1C_000000230540_14	vRhyme_bin_11__LABRr1A1B1C_000000230540	LABRr1A1B1C_vRhyme_bin_11																										3762.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_1	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																											3279.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_2	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																											2427.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_3	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																								10.0	10.0		3399.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_4	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																								10.0	1.48	3399.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_5	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										423.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_6	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										1119.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_7	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										1383.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_8	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										1572.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_9	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										2352.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000238963_10	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11	K27561; Bacillus phage HNH endonuclease	K27561						phrog_1035	63.990593						61.839359	0.7682926829268293						0.6605166051660517				2925.0				false		high	K27561; Bacillus phage HNH endonuclease						endonuclease VII	K27561	K27561; Bacillus phage HNH endonuclease	KEGG	true
vRhyme_bin_11__LABRr1A1B1C_000000238963_11	vRhyme_bin_11__LABRr1A1B1C_000000238963	LABRr1A1B1C_vRhyme_bin_11																										3693.0				false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000262686_1	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																								10.0	7.4		633.0		2802.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000262686_2	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11	metallo-phosphoesterase							phrog_1649							130.943466							0.7857142857142857	10.0	10.0	10.0	633.0	2169.0		2169.0	true		high							metallo-phosphoesterase	phrog_1649	metallo-phosphoesterase	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000262686_3	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										759.0	1410.0		1410.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000262686_4	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										963.0	1206.0		1206.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000262686_5	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										1227.0	942.0		942.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000262686_6	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										1389.0	780.0		780.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000262686_7	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11								phrog_11575							128.329453							0.9047619047619048	2.87	1.15	2.07	1623.0	546.0		546.0	true		high							""	phrog_11575	""	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000262686_8	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11	homing endonuclease							phrog_7168							86.458839							0.45774647887323944		10.0	10.0	2169.0				true		high							homing endonuclease	phrog_7168	homing endonuclease	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000262686_9	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										630.0		630.0		false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000262686_10	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										1296.0		1296.0		false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000262686_11	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										3858.0		3858.0		false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000262686_12	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										7089.0		7089.0		false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000262686_13	vRhyme_bin_11__LABRr1A1B1C_000000262686	LABRr1A1B1C_vRhyme_bin_11																										7284.0		7284.0		false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000270577_1	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	SNF2-related domain		HMMsoil69886	PF00176.30						78.639542	87.107742						0.7291666666666666	0.9722222222222222					10.0	10.0	10.0		9006.0			true		high		E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	SNF2-related domain					PF00176	SNF2-related domain	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_2	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										1893.0	7113.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_3	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										2496.0	6510.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_4	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										2802.0	6204.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_5	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										4065.0	4941.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_6	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										4509.0	4497.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_7	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										4758.0	4248.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_8	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										5034.0	3972.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_9	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										5769.0	3237.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_10	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										5973.0	3033.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_11	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										6441.0	2565.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_12	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										6645.0	2361.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_13	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										6918.0	2088.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_14	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										7611.0	1395.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_15	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										7806.0	1200.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_16	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										8229.0	777.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_17	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										8742.0	264.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_18	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	E2.4.2.6; nucleoside deoxyribosyltransferase [EC:2.4.2.6]		HMMsoil39551	PF05014.22						85.694702	64.219002						0.9099099099099099	0.9230769230769231					3.44	10.0	2.91	9006.0	1920.0			true		medium		E2.4.2.6; nucleoside deoxyribosyltransferase [EC:2.4.2.6]	Nucleoside 2-deoxyribosyltransferase					HMMsoil39551	E2.4.2.6; nucleoside deoxyribosyltransferase [EC:2.4.2.6]	FOAM	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_19	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										444.0	1476.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_20	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										684.0	1236.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_21	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	Dual specificity phosphatase, catalytic domain		HMMsoil84880	PF00782.26						71.837044	66.42421						0.8695652173913043	0.9022556390977443					6.63	9.08	0.07	1242.0	678.0			true		medium		K14165; atypical dual specificity phosphatase [EC:3.1.3.16] [EC:3.1.3.48]; E3.1.3.16; protein phosphatase [EC:3.1.3.16]	Dual specificity phosphatase, catalytic domain					HMMsoil84880	K14165; atypical dual specificity phosphatase [EC:3.1.3.16] [EC:3.1.3.48]; E3.1.3.16; protein phosphatase [EC:3.1.3.16]	FOAM	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_22	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																							10.0	10.0		1920.0	1500.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_23	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										657.0	843.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_24	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	HNH endonuclease							phrog_3377							97.31115							0.47959183673469385				939.0	561.0			true		medium							HNH endonuclease	phrog_3377	HNH endonuclease	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_25	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11				PF15891.12				phrog_30579			100.924637				146.086533			0.9904761904761905				0.8536585365853658		10.0	3.26	1500.0	885.0			true		high			Nucleoside 2-deoxyribosyltransferase like				""	phrog_30579	""	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_26	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										528.0	357.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_27	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	erpA; iron-sulfur cluster insertion protein	K15724		PF01521.27				phrog_17776	144.165421		71.988632				105.78833	0.6857142857142857		0.990909090909091				0.9732142857142857	10.0	10.0	10.0	885.0	2475.0			true		medium	erpA; iron-sulfur cluster insertion protein		Iron-sulphur cluster biosynthesis				""	K15724	erpA; iron-sulfur cluster insertion protein	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_28	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										423.0	2052.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_29	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										600.0	1875.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_30	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	NifU-like N terminal domain			PF01592.22				phrog_8429			150.728287				104.152817			0.7952755905511811				0.8156028368794326	6.03	6.15	5.96	951.0	1524.0			true		low			NifU-like N terminal domain				NifU-like Fe-S cluster assembly protein	PF01592	NifU-like N terminal domain	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_31	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										1281.0	1194.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_32	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										1428.0	1047.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_33	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										1809.0	666.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_34	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11								phrog_12251							72.986809							0.4955357142857143				2103.0	372.0			true		medium							""	phrog_12251	""	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_35	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																							10.0	10.0	10.0	2475.0	1422.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_36	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																										429.0	993.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000270577_37	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	K27287; Autographiviridae endonuclease VII	K27287						phrog_2633	84.650093						80.596169	0.9852941176470589						0.9014084507042254		10.0	10.0	1422.0	489.0			true		high	K27287; Autographiviridae endonuclease VII						endonuclease VII	K27287	K27287; Autographiviridae endonuclease VII	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_38	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11	K27456; Schitoviridae thymidylate synthase	K27456							206.040009							0.9477124183006536								10.0	10.0	489.0	1023.0			true		high	K27456; Schitoviridae thymidylate synthase							K27456	K27456; Schitoviridae thymidylate synthase	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000270577_39	vRhyme_bin_11__LABRr1A1B1C_000000270577	LABRr1A1B1C_vRhyme_bin_11																								10.0	10.0	1023.0				true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_1	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											12255.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_2	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											11997.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_3	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											11667.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_4	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											11370.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_5	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11	terminase large subunit							phrog_2							61.379585							0.40148698884758366					11169.0			false		high							terminase large subunit	phrog_2	terminase large subunit	PHROG	true
vRhyme_bin_11__LABRr1A1B1C_000000287262_6	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											8853.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_7	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											8397.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_8	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											6327.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_9	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											6132.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_10	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											5952.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_11	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											4659.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_12	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											675.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_13	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																											357.0			false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_14	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																								10.0			5577.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_15	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										375.0	5202.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_16	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										921.0	4656.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_17	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										2532.0	3045.0			true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_18	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										3498.0	2079.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_19	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										3741.0	1836.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_20	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										4479.0	1098.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_21	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										4800.0	777.0			true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_22	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																							10.0	10.0	10.0	5577.0				true		medium											false
vRhyme_bin_11__LABRr1A1B1C_000000287262_23	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										1230.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_24	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										1482.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_25	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										2274.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_26	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										3474.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_27	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										4110.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_28	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										4422.0				false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000287262_29	vRhyme_bin_11__LABRr1A1B1C_000000287262	LABRr1A1B1C_vRhyme_bin_11																										5385.0				false		medium											true
